x,vx,z,vz,phi,w,Control_1,Control_2
4.642347673,-1.3812327123,9.5130100996,-1.5852392277,-2.1320720631,-0.3816194109,0,0
1.0869221063,-0.8389061772,1.7384962425,-1.3013689337,0.6207589158,-2.3200588742,0,0
-2.7090619539,-0.7225029915,5.0478290028,0.2574110218,-1.5146962829,-2.2455205785,0,0
-0.0528702711,-1.7902061015,0.5531558688,0.7460798204,1.259806614,-0.3716315398,0,0
2.9589479849,1.8213679006,3.9784395212,1.746021977,2.96011788,-2.5776432881,0,0
3.4272283653,0.9958557919,9.7244934682,1.8419313851,-0.7380430532,3.1185896266,0,0
0.7987611269,-1.650068611,3.6216156629,-0.0568038738,-2.3668687296,-2.6538528694,0,0
2.3733053028,-0.9024072667,4.1996303761,1.6268279557,-2.9124815058,0.712921864,0,0
4.8237284164,1.9004477445,7.6787348742,0.5183750378,2.6313110037,-1.6295841881,0,0
-0.8289289567,0.1332812309,8.0649657615,0.5665801545,1.2178830989,2.8157206379,0,0
-4.2983180215,-1.1308294014,9.2694414108,0.2942577913,3.0970576717,1.5920165366,0,0
-3.9758395848,0.9793516065,4.5635848922,1.7523020697,-1.7046180146,2.4308562751,0,0
-4.8155079325,-1.0817784171,0.5174007727,1.9910693196,-1.4170854089,1.5394537281,0,0
-1.451428816,-1.6901317148,1.3246257996,0.2077837059,0.1451274346,0.7051961701,0,0
0.5385079238,1.726563128,7.2191463042,1.2477913393,-2.480851913,1.2781454866,0,0
3.0456377391,-1.4947724884,3.8788907172,-0.8305295742,1.7821525691,3.0545118066,0,0
-2.4742171187,-1.289864649,4.3044093768,-0.967494157,2.6040381271,-2.73926087,0,0
0.1945840251,1.0306418985,3.1668873665,-0.0899191179,-1.6663876139,-1.4011874187,0,0
4.1760292054,1.850351919,6.7528075393,0.3344887818,2.6635708728,-0.7602354504,0,0
2.4243667874,-0.6850652562,5.314447896,-0.910266524,0.5791390576,-2.530639618,0,0
-4.4321914959,-1.4192594555,6.8996515861,-1.664257904,0.5498813943,0.9992959707,0,0
4.9594374146,0.140823938,2.4075895282,0.7327445578,-0.937496211,2.3829688724,0,0
-1.4124055162,-0.3833989416,3.5247968967,1.9574243846,1.7356445467,-2.8855139277,0,0
0.1321800571,0.2032611352,6.2558186133,-1.5415126409,-2.1076086858,-0.8968181946,0,0
3.3816591069,1.1461078872,8.8991733452,-1.3865268767,-0.973186277,-2.309339218,0,0
-3.8031068423,-1.4712482405,7.9607622829,-0.2673945384,-0.7307255358,1.6653329752,0,0
-1.760692484,1.7361387198,1.4579385658,-1.121820276,1.8608229356,-1.8426320437,0,0
-1.3511898512,-1.6583480285,2.5071846215,-0.416467888,2.2883299363,-2.552078133,0,0
-2.5096948936,0.15459125,0.9360256606,-1.7027062944,2.6176099756,-2.1188795098,0,0
-3.6001621225,1.3652231377,7.9430493817,-1.1568016845,0.1459799725,1.9542812992,0,0
2.9659612432,-0.2669014867,7.9017625187,-0.5248250518,-0.6643341042,0.5348586845,0,0
-4.9041389336,-1.3553531894,1.4352911274,-1.1044526471,1.6110397606,-3.1266731623,0,0
3.6112326067,0.9615159287,5.943873034,-1.9322719825,-1.8873518256,-1.9391202601,0,0
4.6158260956,0.4094397084,3.6598196175,0.8404578342,0.2685564792,0.1698923781,0,0
-4.6942127181,1.7781111605,8.6954076086,1.7496977534,-0.5432045672,1.071400245,0,0
2.9379286269,-0.4986214576,3.8485694837,0.7843661443,2.0331378822,0.3760980152,0,0
-0.5902113313,0.3584278989,3.3166780838,-1.9412951387,2.1027699472,3.0371871788,0,0
1.6942843981,0.3232731649,2.7086532719,1.1980714286,2.1000681475,2.5411115072,0,0
1.841188463,0.7620625647,6.2157131705,1.7660706544,-3.1329937231,0.563553584,0,0
3.3479512548,-1.9284282207,8.9523634778,1.76168842,-0.2250203467,-2.7631814774,0,0
-0.8793632745,-1.3402396073,3.2479452126,-1.3021363159,1.0844395336,2.7752331628,0,0
-4.4591336254,1.1090162236,3.2284009241,-1.3514777141,1.0027051673,-2.9462418975,0,0
-0.6802674858,-1.0689271251,4.0387900514,1.7128161276,-1.4458475384,-2.1931157204,0,0
2.2231405781,1.5187804387,9.4212502764,1.2593742803,2.4872885867,1.7156540152,0,0
1.9627914644,-1.4980541173,3.1252048619,-0.826716667,-2.5217376799,0.5900552581,0,0
4.2685506386,-1.6274143739,7.5999504982,-1.3007189371,1.8618948627,-1.1667798076,0,0
-4.9492565425,0.1304805493,2.2188155727,-1.7974547525,1.8830690112,0.2682230242,0,0
-4.7566856934,-1.5730839069,9.5149706753,-1.3795288696,1.6926666463,-0.3808198488,0,0
-0.0641077935,-0.7578823144,5.0498586366,0.0287208649,0.8383998466,0.8850525842,0,0
-1.2985410303,-1.3843486517,5.5188003198,-1.6579004251,1.0035731439,0.3243249876,0,0
-3.0982644099,-1.2577557283,0.856920962,-1.2223974656,-2.0515664043,1.3781082027,0,0
-3.6961145284,-0.4665937786,3.1823026776,-1.8866018444,-2.0049270521,0.1355107733,0,0
3.5570407428,-1.914326372,5.8195413956,-0.1072628253,-3.0380082771,2.7569390966,0,0
3.6804583515,-1.3495615369,4.600011992,1.9030055928,1.6741024916,-1.1028573441,0,0
0.4863663333,1.285717605,2.005111346,-1.6599663505,-0.7485603948,1.8676505813,0,0
-3.7256516403,1.0043327797,1.8283066977,1.8007566103,-1.3530106239,-0.8128603785,0,0
3.8075701183,-0.2150578126,2.5835622554,0.2459233509,-0.1436395773,1.4674930504,0,0
1.0961416543,-0.8716988667,7.0231316156,-0.9613762655,-0.7112156616,-0.3010118228,0,0
3.9049812107,-1.3244968924,6.315007972,0.0900367421,2.3952385686,1.5168320984,0,0
0.3149039817,-0.7408394405,7.9723539749,-0.783843549,0.2184032714,-2.0526655127,0,0
0.7890494808,0.7511444852,4.5538058088,-1.7367618477,-0.6363666233,0.7454884528,0,0
-3.525077598,-1.8701859799,9.3344913406,-0.663624117,0.3628273058,-0.2272820048,0,0
-1.3479402898,-1.6521511274,5.2634591413,-0.8405389752,-1.3482199722,0.9222010412,0,0
2.4585036865,-0.967244175,1.3336090312,-1.3801701072,1.5015193843,1.1462324127,0,0
4.891116987,1.1743635893,8.1140510242,-1.0513373054,2.2704017218,-1.0501185594,0,0
-3.6325824725,0.7236479381,9.3159808354,-0.8663697533,1.8331353891,-0.1881109661,0,0
3.0914188586,-1.4687860813,5.6949418454,-1.7257378028,-0.7029542857,1.2572889411,0,0
-2.8830340637,-1.7738677298,0.7852045013,0.4346398054,-0.379383585,2.088006278,0,0
-3.487814144,-1.3496805199,7.1677899038,0.440440716,0.9668558464,1.2620280395,0,0
1.908520505,-1.8225825155,1.3113030957,1.5168145697,2.6163319071,0.3248027769,0,0
-2.8402554672,-0.6404997256,3.7061882793,-0.2748023635,1.7308064986,2.8231458751,0,0
1.1157816349,0.4434657317,7.3836772853,1.5706375837,1.6879439819,-1.6428699184,0,0
-2.3564604236,0.6997060205,1.5541570207,1.7684746467,2.0383115289,-2.9258079922,0,0
3.3255417456,-1.7201303064,2.8598476678,-1.2308168247,-0.8272995211,1.6907520758,0,0
-0.8220719994,0.9040974596,4.2003411062,1.2781676819,2.0968419812,-1.2407749851,0,0
-2.202866474,-1.9288897715,6.0658626256,0.7336839091,1.584992773,2.0578201801,0,0
2.305526843,-0.3821684362,5.9135640559,1.2706756103,-3.039145225,0.8863427677,0,0
0.7164197082,-1.8868711406,1.0718789262,0.1115753402,-0.833634575,-1.0427190549,0,0
0.0487514507,-1.3788950689,7.3062341992,0.5575789502,0.6621697649,1.2320987748,0,0
0.7427569224,-0.9936262154,8.0301680437,-0.4753272281,1.5621542416,-2.2455272865,0,0
-0.133824822,0.7971470269,1.4787647571,-0.0052474907,1.9288471109,1.2128970234,0,0
2.8300139271,0.9014829622,8.5774276961,-1.6094992994,1.3533227728,-0.9761448175,0,0
-4.9913586301,0.105725064,8.3248658423,-1.4083073615,1.9135382555,2.6077300232,0,0
-1.3211462221,1.5029313138,5.8169926098,0.7839534869,-3.0084694813,0.0503974953,0,0
-3.8896849001,1.146868634,6.0564824267,-0.2207158136,-1.1348142334,2.9685568488,0,0
2.7773400317,-1.0075784303,2.7806212186,-0.6008198234,2.4461770131,0.1877923878,0,0
4.412989219,0.0207863482,9.2726710738,-0.4949409379,0.280526081,-0.8420627025,0,0
-0.6307455785,1.3936127365,5.8741432504,-1.6408199575,-0.6769291719,-1.955272849,0,0
1.6867740809,-1.5735220104,8.2486254619,-1.2995239672,1.5878985481,-3.0572313357,0,0
-3.2198572648,1.141904629,9.1925132296,0.2224931102,-0.0306177208,1.1809262611,0,0
2.8754803555,0.4365185796,8.9933398383,1.4126601492,3.1015060391,-1.6813536837,0,0
-0.1259306712,-1.9094740343,8.8989615547,-1.5763882881,3.0874510696,-0.2878329532,0,0
-3.9333756009,-1.064057768,8.3041657611,1.2608810694,-0.0688204221,0.7623584921,0,0
-0.1488602373,-0.5350206402,1.1445620712,-1.490409578,1.0484068983,-2.7526235028,0,0
-0.1747949012,0.1481371959,2.7745495063,-0.8626015449,-2.0545770777,0.6203934504,0,0
2.2578853427,0.5257186813,4.2691916045,0.2745274313,-0.4157123956,-1.5035219215,0,0
-2.8108138674,-0.7067586551,4.0276050358,-1.5201649482,2.3658600746,-2.9344299121,0,0
-4.8304143729,-1.3069049664,1.4888618547,-0.969050665,1.1298402989,1.706501856,0,0
-2.3239658046,1.1662296726,1.6186311002,-1.4724635867,2.8219482777,2.7658444262,0,0
-4.6490781594,1.9855211998,7.9090187523,1.5794286702,1.6737911935,-1.6766014973,0,0
2.8401909355,-1.605621901,4.7447177847,1.2644443639,2.3123397707,-3.0392977557,0,0
3.8416246167,1.8431531473,1.7876043257,-0.2648606847,-2.7599589977,-2.7889877127,0,0
0.9310434878,-0.8096824356,2.9980949661,1.6493637657,2.6565981703,-3.1095054623,0,0
-3.429049654,-1.129005729,5.9306502788,-1.391437769,2.8587836153,1.0779154385,0,0
4.2586360885,0.5586990327,4.8053481893,-0.719136657,1.6051997497,-2.6149406957,0,0
0.0731306027,-1.5808099333,1.7877150144,0.742021919,-0.9202209471,-1.2793535996,0,0
4.7793119145,1.9029280679,9.350348523,1.7955581125,1.3776251372,1.6084010455,0,0
-1.2097344833,1.6447770022,2.5189953499,-1.4844405452,-1.3571408683,2.6294966738,0,0
-0.95271981,1.5203065037,4.410237354,1.5047247656,3.0660140317,1.8540578617,0,0
-0.5688230404,-0.9913505102,4.9636037007,0.0581037003,-2.1029158066,1.0255609114,0,0
4.6075190697,-0.2566789592,1.6053884843,1.6373649827,0.5746880808,1.3373230003,0,0
-1.3390610313,0.4177575322,6.9836996578,1.2075877075,-2.8310742013,-2.3062145284,0,0
0.816142763,0.2348677379,2.1915000735,1.1808024141,-1.4545197236,-0.0683323979,0,0
-1.9888119096,1.8005230336,6.0185317487,-0.8922294438,1.6737027648,-2.6506414643,0,0
3.4358502908,0.9323870983,8.134645471,0.3847713144,-1.0747207824,1.9785250466,0,0
4.3642321563,-0.5393407722,5.2215786457,0.5235893118,-1.9391882852,2.8573654023,0,0
-2.0254837333,-0.5883943124,4.6622083255,-0.2398953479,-2.9993103921,-1.9928184422,0,0
2.6182416196,-0.4647259692,2.3586623267,1.481431724,-1.7466951115,-0.1793295081,0,0
4.1468241848,1.2432613224,6.7262603576,0.4288547608,2.0754797357,1.1962882592,0,0
-3.7721883896,-1.7583820496,5.7664437327,1.2558813543,-0.0648284293,0.5610326962,0,0
3.0760997139,-1.7978869449,3.9128036542,-0.9171383703,-0.8694831541,0.2787218156,0,0
2.1036936294,-1.4751239809,6.9875543352,1.4840804726,-1.7870976695,1.6213490462,0,0
4.9418665954,1.7940454483,9.0134853745,-0.6448498828,0.5162097102,1.3614619265,0,0
2.6987358246,0.9288278348,9.1474256121,-0.9417071383,-1.0784772464,-0.3572433591,0,0
0.4030609246,0.7975377268,2.8737425242,1.3169963713,2.3057905451,-2.9797142565,0,0
-1.0905904571,-0.5658042829,9.1090703433,1.4880991139,2.4833308277,2.3233787524,0,0
2.565483423,-1.7026957856,3.4555570172,0.0547628128,-2.3083078651,-1.9099406776,0,0
-2.8255528125,-1.2467563151,3.2063763876,1.4904028869,-2.4782161866,-2.4604094803,0,0
-3.9412806247,-0.9432114066,1.8400693222,-0.0916362423,-2.2415854862,-0.4694528398,0,0
-3.9811851856,-0.8626477946,0.8594884224,0.3279951139,-0.2766788479,-1.503606668,0,0
0.847928119,-1.6780478388,2.2414157507,1.889426133,0.6688376023,-2.5147532574,0,0
-4.8940875818,-1.2894699592,4.7020734873,1.2633749741,-3.0359267465,0.1994781872,0,0
-2.0973395494,1.766616645,4.9684945058,0.7306707796,1.7588859197,1.2447617838,0,0
-3.0852468298,-1.5262034387,7.0492948454,1.8083493077,-0.42908203,-1.7546719218,0,0
-2.8024592076,-0.5844640704,8.4782296352,-0.6366701058,2.4741052857,-0.1406611029,0,0
4.2638756018,1.2707921536,2.321979183,-1.9169347904,1.4340786782,0.791500726,0,0
-2.2334670443,0.0574144886,4.9357443257,1.0290046546,1.858573558,-0.2335829217,0,0
-1.4756549279,-0.6223422097,5.0802047782,0.9744522129,0.5291509289,3.0347233906,0,0
-3.5626535918,-0.0696177876,9.2410334124,1.4241143646,-2.1400911771,-0.9833222078,0,0
-1.7399991685,-0.5922811936,2.6601935281,0.3083986758,2.7510525215,-0.3447958964,0,0
1.4652127015,1.3809495306,9.2411579912,0.9834740191,-0.2537889255,0.8890620128,0,0
-3.2868879483,-0.8669455587,2.0491706583,-0.9444531812,-0.4158023938,0.2794978994,0,0
4.1769920238,-0.6718340797,6.5096980862,0.0638154715,0.3989772946,1.6207039808,0,0
4.7874901338,-1.7607104485,7.8026635345,0.9347367067,0.2911331591,2.6479661286,0,0
1.4420552672,0.1670929516,1.5881572195,-1.3910696084,-0.1936314816,1.0661160177,0,0
3.313183471,1.0279956238,5.3419742645,-0.796530833,2.4530394328,-1.8072875084,0,0
1.5092575268,-1.6591919849,2.8948396197,0.6750336931,1.4470187385,-2.0532455779,0,0
-1.5152108615,0.0025992814,9.6262307136,0.9361914077,0.7031089776,1.7550128386,0,0
-2.9874428829,0.709263479,1.9534412727,1.1517326442,-0.0461795966,-0.0467980716,0,0
-4.2013622632,-1.6766801453,1.1054828393,-0.8448673119,1.2082531216,2.3762658639,0,0
4.9277468976,-1.1274835778,3.4562126908,1.9601334681,-0.5351740079,0.0605082839,0,0
2.8317194162,-0.2467626874,4.0401711625,1.8649364456,-2.7446385878,-2.3344909257,0,0
-0.7853386926,1.6207277473,4.7600363932,0.9797423613,-3.087136462,-2.4420585894,0,0
2.7029353842,-0.6491370154,0.2343223726,1.7696163077,1.2893717045,-2.360601899,0,0
3.2543908376,-1.5659779592,1.175689554,-1.7378129074,-1.5960688851,0.0355429383,0,0
-3.8734205199,0.2080081544,2.1594598396,-1.7230523901,-1.7698711633,0.4865467572,0,0
1.525589482,1.1965348707,5.2839865991,-0.8166462271,2.4555492566,0.8427363317,0,0
-3.6955137606,0.5241426389,0.6008430804,1.692982745,-2.6561633869,-0.6055360241,0,0
1.4556381889,0.8754178108,4.5970821906,-0.788867607,0.1148032475,0.731546306,0,0
3.8028832203,1.0257491469,4.018965306,0.0292224702,-2.5849284779,-2.7428161968,0,0
4.7579750278,0.4396778376,7.3757330111,-0.1002106813,-2.8093537901,-1.9331142237,0,0
-0.6554738112,1.8290757437,1.3437593855,1.725180387,-0.6310285266,1.5997970392,0,0
-2.9293179821,0.4786096529,3.4611699896,-0.9127230916,1.9278033779,2.7801474976,0,0
-3.600293884,1.263986718,3.891879884,-1.2581313155,0.7213449812,2.4480577784,0,0
1.7300342139,1.7762601974,9.1335975423,-0.1294194801,-2.7978653992,-2.3772107624,0,0
-1.2991579639,1.2998189636,2.5221037323,-1.0889565938,-1.22706214,1.2322153822,0,0
0.3801364985,-1.8067578233,5.7035497455,-1.5610731888,-1.0240979114,-1.2069041825,0,0
-3.826363412,1.737742192,3.8190423019,-1.7388994905,1.9974598125,-0.9967293918,0,0
-4.8828319671,-1.2891925057,8.7314817438,0.6182961351,-0.6955956146,-1.0197701466,0,0
-0.1680549149,-0.2639497817,3.078081773,-0.319492501,0.8685815885,-0.3409452345,0,0
-2.4620632883,0.1417629677,8.9443121122,-1.0734567111,2.3186153471,1.9997994365,0,0
-2.6709990083,-0.5095765323,0.8004917146,0.9172732312,-0.4207893007,-1.0819288834,0,0
-2.7650519325,0.3059906236,5.1124516566,1.1099750742,0.1636604666,1.1187313635,0,0
-0.7185344524,-0.0557333128,2.7953083899,-0.9139508248,2.5609081477,1.5260679293,0,0
-2.0597504442,-0.9788297004,0.0514862745,1.0451371934,0.9465917843,-1.0365400287,0,0
2.4150575317,0.5970163945,2.6895759683,-0.8703208236,-1.5323075398,-2.5687030043,0,0
-2.4844102483,1.4327908185,2.2049472216,1.1743867127,-0.731191014,0.1370189194,0,0
-3.3778089016,-0.8455177975,6.3754651535,-0.5704091144,-0.6348225032,-1.0497509098,0,0
4.6903267496,-1.485699106,5.1627591484,-0.0327274736,-2.7900024512,-1.5041677987,0,0
-1.5416541001,0.3182915341,8.031865835,1.4787456294,0.969470767,-2.8056072489,0,0
-2.071076028,0.9882192933,1.7084749692,1.4562092143,1.713202615,-2.9847642399,0,0
0.9065982331,1.8047193128,4.8253519539,-1.4061160817,-2.4798209665,0.5769219507,0,0
-3.4555831623,0.2970531266,1.0678593507,1.085184795,-0.2381443695,-2.6165841901,0,0
-0.0078960664,1.2206948084,3.2797113828,1.5520068634,0.0511105076,-1.4205886647,0,0
-3.1958773015,-1.1651579815,9.3694138817,0.6505280926,-2.6837886602,-2.6477175491,0,0
-4.3206286215,0.3910497763,4.2451503225,0.048211785,2.8322551738,-2.0569724016,0,0
-1.6115621152,-0.401270764,2.3775153754,1.2245749024,-1.3245398538,2.1095735863,0,0
1.5206556269,-0.7606399742,0.3300986641,-0.8849949833,2.8115160704,1.0267805559,0,0
0.5924389107,1.3550227806,7.6294442376,1.5461514279,-0.5460675367,1.3192707046,0,0
1.5406307352,-0.3952423251,1.5895493905,-0.3981571167,-1.9466056321,-1.969418119,0,0
4.1312113361,-0.3218878821,3.7243161543,-1.5514132023,-0.4348323086,-2.1109251172,0,0
-3.2570040078,-0.8229008293,1.6994243704,-1.5795045846,-2.4962861165,1.4798311431,0,0
-0.8089197093,0.6394083758,1.2465813842,1.7040734948,-0.5381766358,1.8043605159,0,0
0.3452932718,1.04651176,1.7773548712,-0.4679322337,-0.0422188778,-0.7278531858,0,0
4.9866456785,-1.3076783722,1.2909139119,-0.773332684,-0.1316172229,-0.4157047075,0,0
4.0350178364,0.6796185121,4.5734471019,-0.4147017783,-1.4847883902,0.4791019743,0,0
1.2625373745,-1.8070352391,9.637728877,-1.4226531928,-2.7087702759,-0.2406817534,0,0
0.0474815233,0.0271731632,6.7709632741,0.7477351905,-0.9250488191,2.467828333,0,0
0.86713283,1.3489380339,4.4088815465,-0.1079282721,0.619953145,-2.7961054656,0,0
2.1201000839,-0.3935224518,9.3825164935,-1.5727016475,-2.1447777779,-0.1554847173,0,0
-3.9811001663,0.1918656007,6.8864151542,1.3345379156,1.6777372788,-0.118842145,0,0
-1.6435122248,-0.2994790317,8.5597314794,1.7108336561,-1.2310309208,-2.6149312827,0,0
1.1769532977,-1.4075843184,8.1475473191,-0.7841220767,2.3882362211,-1.2200318014,0,0
-2.1713945751,-1.2058353774,5.3419378342,1.2358617813,0.882613701,3.0842215092,0,0
-2.9621213791,0.0029373674,5.0254957503,-1.4301222484,0.1422473449,-0.4538008313,0,0
-4.4789281525,0.0828167482,4.119769361,-1.2769101268,-2.7376092603,0.329486176,0,0
-3.6679286763,-1.9774761379,9.124573238,0.3094530953,0.4687246304,2.6378019828,0,0
0.1011005458,0.6368372411,1.8857436922,0.9708366769,-0.9365680462,1.3607803153,0,0
3.3432910386,1.4166379668,3.9322857562,1.9898175654,-0.3523976983,3.0787403974,0,0
4.3888950898,0.7184597314,9.7287985269,0.4925485449,-0.8245242633,-0.3414042132,0,0
-2.8192034365,-1.0423470563,4.6707612847,1.1476427954,-2.8581321733,2.3913186049,0,0
2.7674982987,0.0753684202,8.054158939,-0.4896570479,-1.282448893,-0.46528619,0,0
-2.3958973176,-1.6691266105,9.4761527974,-1.3097476918,-1.7006581835,-3.04724593,0,0
-1.4815179051,-0.2849466259,9.2040674542,-0.5850999828,-0.5468258349,2.065076567,0,0
-2.313343305,-1.0930417548,5.3967530446,-1.7074512935,-1.9483089367,2.7382077182,0,0
4.5536189063,1.9889534572,8.5022576552,0.3727265521,1.4740090229,-2.3019631896,0,0
-2.9324664282,1.9203945224,5.3542632337,-1.5720930515,1.3926034744,-2.0775164646,0,0
-1.2226866713,0.4305119625,5.9169882194,-0.5228828972,-1.3715691976,-2.8825410617,0,0
-1.031268563,-1.0427833544,1.6510935633,1.0681557085,2.2028666193,2.3253985758,0,0
-4.2885277146,0.2090473749,7.6836785969,1.5586376949,1.5388747255,0.4574026302,0,0
-4.2273882794,1.3812569438,4.7048350847,-1.4138653003,-1.9612193305,3.0368164702,0,0
1.2781192059,1.7458087954,6.3497597542,0.9822397689,2.0390334394,-1.2430042458,0,0
-1.8937514092,1.4647428696,2.9772488561,-0.8859798916,-2.9911349723,2.1420974553,0,0
-0.7808987741,-0.4084030264,2.6715098097,0.3479058552,0.7772097175,1.2795541246,0,0
2.4837551126,0.4249439471,5.6024301774,0.1069357751,-0.8687893104,2.6079135698,0,0
-4.6429388113,-0.3704579711,3.5050846885,0.4549969487,-1.9352839238,-2.0208122973,0,0
4.8761922199,0.007838408,6.4707459813,-1.1456367037,1.6713350541,1.910097588,0,0
2.7769602283,-1.5692301345,5.9454601952,1.8563040887,-2.7466685872,0.9086154189,0,0
-3.260669146,-0.8591150279,3.2298176532,0.5234475296,-2.4510055809,-1.1690108887,0,0
3.06971571,-0.0140045473,5.3140258417,-1.9831662897,-1.6480587499,0.4571878911,0,0
2.4637031135,1.2050260684,9.4805177679,1.018227267,1.5738012304,-0.0433991555,0,0
4.5679148811,-1.7158531186,6.3164224435,-1.229306818,1.0230913613,-1.8524237129,0,0
-0.1412313914,0.3581432911,5.410745937,-1.2129392691,2.4397447709,0.0774916478,0,0
3.2830726886,0.6177027944,0.6879942537,-0.6556140813,3.1373688988,-0.3099974107,0,0
-4.320873171,-1.4344720764,5.4659097722,-0.9635612209,-0.1389459732,-1.1478190607,0,0
0.3020128595,0.8828643511,5.0518002962,0.5361305272,0.8992324969,-1.7898459337,0,0
4.0077682128,0.6754597491,4.5488359784,-1.593034318,2.5895805817,-1.3436556075,0,0
2.0811220304,1.8748235421,5.2584022299,-1.071938866,1.824183949,0.4444463512,0,0
4.7673377064,-0.9235380352,2.4768925846,0.9841685751,-1.5373582847,-0.0220151865,0,0
-2.3087772877,-1.0396307915,9.1332396435,0.8500619021,-0.3924345961,1.1175471528,0,0
2.0662837071,-1.3315401799,4.3600830233,-0.3608555769,-2.6672217748,1.0767453629,0,0
-0.4216281874,1.374440217,4.7629275034,-0.4175578735,1.1244243359,-0.4018007221,0,0
0.7401174948,1.409595448,6.6679212303,-0.122147745,0.8345041319,3.0851651978,0,0
3.8822631466,-1.8346648453,1.1426551668,1.7979765098,-3.116432584,0.4172586552,0,0
-3.6849947288,-0.4809771636,1.356884404,-0.4772485213,0.1402044577,-2.8006707977,0,0
0.2728174336,-1.3198136109,7.6056909984,1.2103132851,2.8122405668,1.6242178649,0,0
3.516235596,0.9353752038,1.59755931,0.5545201115,2.8225404467,3.1260550993,0,0
-1.986769164,-0.6500681499,6.7003431771,-1.0255400206,1.9765553989,-1.9456387036,0,0
0.3254695646,1.3178502842,6.222987215,-0.8089753987,0.5300082673,2.2671805935,0,0
1.6992182606,0.3319900012,8.666572252,1.6861398375,-2.6369643677,0.2055642653,0,0
1.2236142208,1.253509088,1.3649752178,-1.7603117232,-2.351715844,-2.3495230498,0,0
0.0165188932,1.2971402417,1.6795911549,-1.9661468478,-1.524358221,-1.8065233056,0,0
0.3960859121,0.6674373023,2.8714585419,1.1531317805,0.107980491,-0.4334185373,0,0
-1.5233893209,1.9407329788,4.1078332102,1.8191135112,2.5401800238,0.8741866156,0,0
1.6629002601,1.4094134003,1.0238430218,1.5937091297,2.7517353137,-0.8253944786,0,0
-1.5398565205,0.7367972327,2.4144319071,1.524339165,0.1348388242,1.2531983644,0,0
-2.7605536826,-1.6487173076,3.5507255212,-0.8043234992,0.3092951579,-0.7631691908,0,0
2.7343821516,0.5014621974,1.9874290216,-1.5556408061,-1.530708214,2.0486950499,0,0
2.9400313072,-1.7934870045,4.0652174198,-1.4853625446,2.1587181011,0.9308972825,0,0
-4.7652575125,0.7481016368,8.6344118914,-0.0824860094,-0.4547442594,-0.0756579379,0,0
3.946207814,1.0927102036,1.2687099922,-1.5061535264,-3.078379476,-2.0585110163,0,0
2.5519454799,0.6745476881,0.7684828844,-0.0014355865,2.6937980932,-2.7424138767,0,0
-3.160528605,1.9503362722,0.6674996305,1.2687541529,1.9974687603,-1.9986103655,0,0
2.5704962093,-1.9265181378,5.9711205203,-1.7581571084,-0.8478580548,-2.1457880864,0,0
-2.5640031699,1.3185534052,9.3235538587,-1.0019119815,-2.43026391,1.165566142,0,0
-2.1890250337,1.0994180425,5.3524601439,1.2194002709,-1.6187420888,2.7765572538,0,0
-0.3363713499,-1.6662014159,7.0631242367,-1.3764097083,-2.3895372229,1.9656482233,0,0
-3.7595918862,-1.6961038515,2.2787972929,0.0062384457,2.0175819815,1.3919945672,0,0
-1.1140102769,-0.3466280716,5.4594777091,1.011126684,-3.0344703836,-0.9838860986,0,0
2.4377755411,1.3832879528,9.2457839854,1.8797465704,2.7665528039,1.7032115551,0,0
2.8824604134,0.3198091329,5.135273212,0.9279660856,2.0248217845,2.228734033,0,0
-2.4766597619,-0.1855322296,2.0970336161,-1.5696185588,2.3004741279,-1.1497495935,0,0
-4.8695582112,0.0218991913,7.5435575699,0.0925914984,1.7887266732,2.3194096039,0,0
3.6282447085,0.3916782703,1.262743722,-0.5065103748,-1.7434924383,-2.2277902077,0,0
4.7398501033,-1.1970055883,8.6321238776,0.1148208349,1.8361156604,1.5740970723,0,0
3.2244567238,0.9365528851,9.2300106511,0.3463874208,3.1388515049,-2.3232044244,0,0
-0.851806058,1.8370941335,8.2902414598,1.5135336198,2.8030244606,-2.8238945774,0,0
1.9019788427,1.817135628,1.157984106,0.7681071535,-0.2445806007,-1.2418137495,0,0
-4.5238873403,-1.7273241057,7.309623859,-1.6767497008,2.917085912,2.899925309,0,0
-2.614216985,-1.4220948207,9.46476672,-1.6079598804,-2.2370581366,-0.2639655113,0,0
3.1157949167,0.5145673494,8.8347917608,0.4872238369,2.3142645363,-2.6075650139,0,0
4.1234148838,1.1015118381,6.242912148,1.5429275201,-1.3447413635,-1.1888708432,0,0
-0.4707815289,-0.990081612,4.9068438895,0.3435097532,-2.4438029316,0.8464334522,0,0
-2.1151115955,1.8784650627,8.342103421,1.909162732,-1.3304268677,1.1767977585,0,0
3.3491720781,-1.9597906164,6.0975808412,1.5290675886,-1.0083950527,0.3156028026,0,0
-2.795743655,1.4154119851,8.7419931202,-0.7363920961,-0.8547530906,2.6654395226,0,0
2.8436003982,0.4347693717,9.3359588731,-0.2424637488,-0.5059087534,2.2489778726,0,0
3.0820261353,-0.9640448236,0.077497312,-0.9854011754,2.9516617091,0.6464261887,0,0
3.4318085187,1.4451626726,0.7303654902,1.8852987624,-3.0634219918,2.5239578958,0,0
2.1588044856,1.6985862493,2.8472530604,-0.3142437762,-1.1810439473,-0.8022447158,0,0
0.6102630158,1.4394620892,5.49657903,-1.6027670315,-1.6960408596,-1.6592411865,0,0
0.7920461297,-1.6393185374,4.3902720457,0.6897541773,2.6945207669,-0.0131142137,0,0
